[0. 0.],[0.5 0. ],[0.0074401  0.49722573],
[0.16721311 0.53934426],[0.67465322 0.03656999],[0.17465322 0.03656999],
[0.68209332 0.53379571],[0.18209332 0.53379571],[0.68953342 0.03102144],
[0.18953342 0.03102144],[0.69697352 0.52824716],[0.19697352 0.52824716],
[0.70441362 0.02547289],[0.20441362 0.02547289],[0.71185372 0.52269861],
[0.21185372 0.52269861],[0.71929382 0.01992434],[0.21929382 0.01992434],
[0.72673392 0.51715006],[0.22673392 0.51715006],[0.73417402 0.01437579],
[0.23417402 0.01437579],[0.74161412 0.51160151],[0.24161412 0.51160151],
[0.74905422 0.00882724],[0.24905422 0.00882724],[0.75649433 0.50605296],
[0.25649433 0.50605296],[0.76393443 0.00327869],[0.26393443 0.00327869],
[0.77137453 0.50050441],[0.27137453 0.50050441],[0.77881463 0.99773014],
[0.27881463 0.99773014],[0.78625473 0.49495586],[0.28625473 0.49495586],
[0.79369483 0.99218159],[0.29369483 0.99218159],[0.80113493 0.48940731],
[0.30113493 0.48940731],[0.80857503 0.98663304],[0.30857503 0.98663304],
[0.81601513 0.48385876],[0.31601513 0.48385876],[0.82345523 0.98108449],
[0.32345523 0.98108449],[0.83089533 0.47831021],[0.33089533 0.47831021],
[0.83833544 0.97553594],[0.33833544 0.97553594],[0.84577554 0.47276166],
[0.34577554 0.47276166],[0.85321564 0.96998739],[0.35321564 0.96998739],
[0.86065574 0.46721311],[0.36065574 0.46721311],[0.86809584 0.96443884],
[0.36809584 0.96443884],[0.87553594 0.46166456],[0.37553594 0.46166456],
[0.88297604 0.95889029],[0.38297604 0.95889029],[0.89041614 0.45611602],
[0.39041614 0.45611602],[0.89785624 0.95334174],[0.39785624 0.95334174],
[0.90529634 0.45056747],[0.40529634 0.45056747],[0.91273644 0.94779319],
[0.41273644 0.94779319],[0.92017654 0.44501892],[0.42017654 0.44501892],
[0.92761665 0.94224464],[0.42761665 0.94224464],[0.93505675 0.43947037],
[0.43505675 0.43947037],[0.94249685 0.93669609],[0.44249685 0.93669609],
[0.94993695 0.43392182],[0.44993695 0.43392182],[0.95737705 0.93114754],
[0.45737705 0.93114754],[0.96481715 0.42837327],[0.46481715 0.42837327],
[0.97225725 0.92559899],[0.47225725 0.92559899],[0.97969735 0.42282472],
[0.47969735 0.42282472],[0.98713745 0.92005044],[0.48713745 0.92005044],
[0.99457755 0.41727617],[0.49457755 0.41727617],[0.00201765 0.91450189],
[0.50201765 0.91450189],[0.00945776 0.41172762],[0.50945776 0.41172762],
[0.01689786 0.90895334],[0.51689786 0.90895334],[0.02433796 0.40617907],
[0.52433796 0.40617907],[0.03177806 0.90340479],[0.53177806 0.90340479],
[0.03921816 0.40063052],[0.53921816 0.40063052],[0.04665826 0.89785624],
[0.54665826 0.89785624],[0.05409836 0.39508197],[0.55409836 0.39508197],
[0.06153846 0.89230769],[0.56153846 0.89230769],[0.06897856 0.38953342],
[0.56897856 0.38953342],[0.07641866 0.88675914],[0.57641866 0.88675914],
[0.08385876 0.38398487],[0.58385876 0.38398487],[0.09129887 0.88121059],
[0.59129887 0.88121059],[0.09873897 0.37843632],[0.59873897 0.37843632],
[0.10617907 0.87566204],[0.60617907 0.87566204],[0.11361917 0.37288777],
[0.61361917 0.37288777],[0.12105927 0.87011349],[0.62105927 0.87011349],
[0.12849937 0.36733922],[0.62849937 0.36733922],[0.13593947 0.86456494],
[0.63593947 0.86456494],[0.14337957 0.36179067],[0.64337957 0.36179067],
[0.15081967 0.85901639],[0.65081967 0.85901639],[0.15825977 0.35624212],
[0.65825977 0.35624212],[0.16569987 0.85346784],[0.66569987 0.85346784],
[0.17313997 0.35069357],[0.67313997 0.35069357],[0.18058008 0.84791929],
[0.68058008 0.84791929],[0.18802018 0.34514502],[0.68802018 0.34514502],
[0.19546028 0.84237074],[0.69546028 0.84237074],[0.20290038 0.33959647],
[0.70290038 0.33959647],[0.21034048 0.83682219],[0.71034048 0.83682219],
[0.21778058 0.33404792],[0.71778058 0.33404792],[0.22522068 0.83127364],
[0.72522068 0.83127364],[0.23266078 0.32849937],[0.73266078 0.32849937],
[0.24010088 0.82572509],[0.74010088 0.82572509],[0.24754098 0.32295082],
[0.74754098 0.32295082],[0.25498108 0.82017654],[0.75498108 0.82017654],
[0.26242119 0.31740227],[0.76242119 0.31740227],[0.26986129 0.81462799],
[0.76986129 0.81462799],[0.27730139 0.31185372],[0.77730139 0.31185372],
[0.28474149 0.80907945],[0.78474149 0.80907945],[0.29218159 0.30630517],
[0.79218159 0.30630517],[0.29962169 0.8035309 ],[0.79962169 0.8035309 ],
[0.30706179 0.30075662],[0.80706179 0.30075662],[0.31450189 0.79798235],
[0.81450189 0.79798235],[0.32194199 0.29520807],[0.82194199 0.29520807],
[0.32938209 0.7924338 ],[0.82938209 0.7924338 ],[0.33682219 0.28965952],
[0.83682219 0.28965952],[0.3442623  0.78688525],[0.8442623  0.78688525],
[0.3517024  0.28411097],[0.8517024  0.28411097],[0.3591425 0.7813367],
[0.8591425 0.7813367],[0.3665826  0.27856242],[0.8665826  0.27856242],
[0.3740227  0.77578815],[0.8740227  0.77578815],[0.3814628  0.27301387],
[0.8814628  0.27301387],[0.3889029 0.7702396],[0.8889029 0.7702396],
[0.396343   0.26746532],[0.896343   0.26746532],[0.4037831  0.76469105],
[0.9037831  0.76469105],[0.4112232  0.26191677],[0.9112232  0.26191677],
[0.4186633 0.7591425],[0.9186633 0.7591425],[0.4261034  0.25636822],
[0.9261034  0.25636822],[0.43354351 0.75359395],[0.93354351 0.75359395],
[0.44098361 0.25081967],[0.94098361 0.25081967],[0.44842371 0.7480454 ],
[0.94842371 0.7480454 ],[0.45586381 0.24527112],[0.95586381 0.24527112],
[0.46330391 0.74249685],[0.96330391 0.74249685],[0.47074401 0.23972257],
[0.97074401 0.23972257],[0.47818411 0.7369483 ],[0.97818411 0.7369483 ],
[0.48562421 0.23417402],[0.98562421 0.23417402],[0.49306431 0.73139975],
[0.99306431 0.73139975],[0.50050441 0.22862547],[0.00050441 0.22862547],
[0.50794451 0.7258512 ],[0.00794451 0.7258512 ],[0.51538462 0.22307692],
[0.01538462 0.22307692],[0.52282472 0.72030265],[0.02282472 0.72030265],
[0.53026482 0.21752837],[0.03026482 0.21752837],[0.53770492 0.7147541 ],
[0.03770492 0.7147541 ],[0.54514502 0.21197982],[0.04514502 0.21197982],
[0.55258512 0.70920555],[0.05258512 0.70920555],[0.56002522 0.20643127],
[0.06002522 0.20643127],[0.56746532 0.703657  ],[0.06746532 0.703657  ],
[0.57490542 0.20088272],[0.07490542 0.20088272],[0.58234552 0.69810845],
[0.08234552 0.69810845],[0.58978562 0.19533417],[0.08978562 0.19533417],
[0.59722573 0.6925599 ],[0.09722573 0.6925599 ],[0.60466583 0.18978562],
[0.10466583 0.18978562],[0.61210593 0.68701135],[0.11210593 0.68701135],
[0.61954603 0.18423707],[0.11954603 0.18423707],[0.62698613 0.6814628 ],
[0.12698613 0.6814628 ],[0.63442623 0.17868852],[0.13442623 0.17868852],
[0.64186633 0.67591425],[0.14186633 0.67591425],[0.64930643 0.17313997],
[0.14930643 0.17313997],[0.65674653 0.6703657 ],[0.15674653 0.6703657 ],
[0.66418663 0.16759142],[0.16418663 0.16759142],[0.67162673 0.66481715],
[0.17162673 0.66481715],[0.67906683 0.16204288],[0.17906683 0.16204288],
[0.68650694 0.6592686 ],[0.18650694 0.6592686 ],[0.69394704 0.15649433],
[0.19394704 0.15649433],[0.70138714 0.65372005],[0.20138714 0.65372005],
[0.70882724 0.15094578],[0.20882724 0.15094578],[0.71626734 0.6481715 ],
[0.21626734 0.6481715 ],[0.72370744 0.14539723],[0.22370744 0.14539723],
[0.73114754 0.64262295],[0.23114754 0.64262295],[0.73858764 0.13984868],
[0.23858764 0.13984868],[0.74602774 0.6370744 ],[0.24602774 0.6370744 ],
[0.75346784 0.13430013],[0.25346784 0.13430013],[0.76090794 0.63152585],
[0.26090794 0.63152585],[0.76834805 0.12875158],[0.26834805 0.12875158],
[0.77578815 0.6259773 ],[0.27578815 0.6259773 ],[0.78322825 0.12320303],
[0.28322825 0.12320303],[0.79066835 0.62042875],[0.29066835 0.62042875],
[0.79810845 0.11765448],[0.29810845 0.11765448],[0.80554855 0.6148802 ],
[0.30554855 0.6148802 ],[0.81298865 0.11210593],[0.31298865 0.11210593],
[0.82042875 0.60933165],[0.32042875 0.60933165],[0.82786885 0.10655738],
[0.32786885 0.10655738],[0.83530895 0.6037831 ],[0.33530895 0.6037831 ],
[0.84274905 0.10100883],[0.34274905 0.10100883],[0.85018916 0.59823455],
[0.35018916 0.59823455],[0.85762926 0.09546028],[0.35762926 0.09546028],
[0.86506936 0.592686  ],[0.36506936 0.592686  ],[0.87250946 0.08991173],
[0.37250946 0.08991173],[0.87994956 0.58713745],[0.37994956 0.58713745],
[0.88738966 0.08436318],[0.38738966 0.08436318],[0.89482976 0.5815889 ],
[0.39482976 0.5815889 ],[0.90226986 0.07881463],[0.40226986 0.07881463],
[0.90970996 0.57604035],[0.40970996 0.57604035],[0.91715006 0.07326608],
[0.41715006 0.07326608],[0.92459016 0.5704918 ],[0.42459016 0.5704918 ],
[0.93203026 0.06771753],[0.43203026 0.06771753],[0.93947037 0.56494325],
[0.43947037 0.56494325],[0.94691047 0.06216898],[0.44691047 0.06216898],
[0.95435057 0.5593947 ],[0.45435057 0.5593947 ],[0.96179067 0.05662043],
[0.46179067 0.05662043],[0.96923077 0.55384615],[0.46923077 0.55384615],
[0.97667087 0.05107188],[0.47667087 0.05107188],[0.98411097 0.5482976 ],
[0.48411097 0.5482976 ],[0.99155107 0.04552333],[0.49155107 0.04552333],
[0.99899117 0.54274905],[0.49899117 0.54274905],[0.00643127 0.03997478],
[0.50643127 0.03997478],[0.01387137 0.5372005 ],[0.51387137 0.5372005 ],
[0.02131148 0.03442623],[0.52131148 0.03442623],[0.02875158 0.53165195],
[0.52875158 0.53165195],[0.03619168 0.02887768],[0.53619168 0.02887768],
[0.04363178 0.5261034 ],[0.54363178 0.5261034 ],[0.05107188 0.02332913],
[0.55107188 0.02332913],[0.05851198 0.52055485],[0.55851198 0.52055485],
[0.06595208 0.01778058],[0.56595208 0.01778058],[0.07339218 0.51500631],
[0.57339218 0.51500631],[0.08083228 0.01223203],[0.58083228 0.01223203],
[0.08827238 0.50945776],[0.58827238 0.50945776],[0.09571248 0.00668348],
[0.59571248 0.00668348],[0.10315259 0.50390921],[0.60315259 0.50390921],
[0.11059269 0.00113493],[0.61059269 0.00113493],[0.11803279 0.49836066],
[0.61803279 0.49836066],[0.12547289 0.99558638],[0.62547289 0.99558638],
[0.13291299 0.49281211],[0.63291299 0.49281211],[0.14035309 0.99003783],
[0.64035309 0.99003783],[0.14779319 0.48726356],[0.64779319 0.48726356],
[0.15523329 0.98448928],[0.65523329 0.98448928],[0.16267339 0.48171501],
[0.66267339 0.48171501],[0.17011349 0.97894073],[0.67011349 0.97894073],
[0.17755359 0.47616646],[0.67755359 0.47616646],[0.18499369 0.97339218],
[0.68499369 0.97339218],[0.1924338  0.47061791],[0.6924338  0.47061791],
[0.1998739  0.96784363],[0.6998739  0.96784363],[0.207314   0.46506936],
[0.707314   0.46506936],[0.2147541  0.96229508],[0.7147541  0.96229508],
[0.2221942  0.45952081],[0.7221942  0.45952081],[0.2296343  0.95674653],
[0.7296343  0.95674653],[0.2370744  0.45397226],[0.7370744  0.45397226],
[0.2445145  0.95119798],[0.7445145  0.95119798],[0.2519546  0.44842371],
[0.7519546  0.44842371],[0.2593947  0.94564943],[0.7593947  0.94564943],
[0.2668348  0.44287516],[0.7668348  0.44287516],[0.27427491 0.94010088],
[0.77427491 0.94010088],[0.28171501 0.43732661],[0.78171501 0.43732661],
[0.28915511 0.93455233],[0.78915511 0.93455233],[0.29659521 0.43177806],
[0.79659521 0.43177806],[0.30403531 0.92900378],[0.80403531 0.92900378],
[0.31147541 0.42622951],[0.81147541 0.42622951],[0.31891551 0.92345523],
[0.81891551 0.92345523],[0.32635561 0.42068096],[0.82635561 0.42068096],
[0.33379571 0.91790668],[0.83379571 0.91790668],[0.34123581 0.41513241],
[0.84123581 0.41513241],[0.34867591 0.91235813],[0.84867591 0.91235813],
[0.35611602 0.40958386],[0.85611602 0.40958386],[0.36355612 0.90680958],
[0.86355612 0.90680958],[0.37099622 0.40403531],[0.87099622 0.40403531],
[0.37843632 0.90126103],[0.87843632 0.90126103],[0.38587642 0.39848676],
[0.88587642 0.39848676],[0.39331652 0.89571248],[0.89331652 0.89571248],
[0.40075662 0.39293821],[0.90075662 0.39293821],[0.40819672 0.89016393],
[0.90819672 0.89016393],[0.41563682 0.38738966],[0.91563682 0.38738966],
[0.42307692 0.88461538],[0.92307692 0.88461538],[0.43051702 0.38184111],
[0.93051702 0.38184111],[0.43795712 0.87906683],[0.93795712 0.87906683],
[0.44539723 0.37629256],[0.94539723 0.37629256],[0.45283733 0.87351828],
[0.95283733 0.87351828],[0.46027743 0.37074401],[0.96027743 0.37074401],
[0.46771753 0.86796974],[0.96771753 0.86796974],[0.47515763 0.36519546],
[0.97515763 0.36519546],[0.48259773 0.86242119],[0.98259773 0.86242119],
[0.49003783 0.35964691],[0.99003783 0.35964691],[0.49747793 0.85687264],
[0.99747793 0.85687264],[0.50491803 0.35409836],[0.00491803 0.35409836],
[0.51235813 0.85132409],[0.01235813 0.85132409],[0.51979823 0.34854981],
[0.01979823 0.34854981],[0.52723834 0.84577554],[0.02723834 0.84577554],
[0.53467844 0.34300126],[0.03467844 0.34300126],[0.54211854 0.84022699],
[0.04211854 0.84022699],[0.54955864 0.33745271],[0.04955864 0.33745271],
[0.55699874 0.83467844],[0.05699874 0.83467844],[0.56443884 0.33190416],
[0.06443884 0.33190416],[0.57187894 0.82912989],[0.07187894 0.82912989],
[0.57931904 0.32635561],[0.07931904 0.32635561],[0.58675914 0.82358134],
[0.08675914 0.82358134],[0.59419924 0.32080706],[0.09419924 0.32080706],
[0.60163934 0.81803279],[0.10163934 0.81803279],[0.60907945 0.31525851],
[0.10907945 0.31525851],[0.61651955 0.81248424],[0.11651955 0.81248424],
[0.62395965 0.30970996],[0.12395965 0.30970996],[0.63139975 0.80693569],
[0.13139975 0.80693569],[0.63883985 0.30416141],[0.13883985 0.30416141],
[0.64627995 0.80138714],[0.14627995 0.80138714],[0.65372005 0.29861286],
[0.15372005 0.29861286],[0.66116015 0.79583859],[0.16116015 0.79583859],
[0.66860025 0.29306431],[0.16860025 0.29306431],[0.67604035 0.79029004],
[0.17604035 0.79029004],[0.68348045 0.28751576],[0.18348045 0.28751576],
[0.69092055 0.78474149],[0.19092055 0.78474149],[0.69836066 0.28196721],
[0.19836066 0.28196721],[0.70580076 0.77919294],[0.20580076 0.77919294],
[0.71324086 0.27641866],[0.21324086 0.27641866],[0.72068096 0.77364439],
[0.22068096 0.77364439],[0.72812106 0.27087011],[0.22812106 0.27087011],
[0.73556116 0.76809584],[0.23556116 0.76809584],[0.74300126 0.26532156],
[0.24300126 0.26532156],[0.75044136 0.76254729],[0.25044136 0.76254729],
[0.75788146 0.25977301],[0.25788146 0.25977301],[0.76532156 0.75699874],
[0.26532156 0.75699874],[0.77276166 0.25422446],[0.27276166 0.25422446],
[0.78020177 0.75145019],[0.28020177 0.75145019],[0.78764187 0.24867591],
[0.28764187 0.24867591],[0.79508197 0.74590164],[0.29508197 0.74590164],
[0.80252207 0.24312736],[0.30252207 0.24312736],[0.80996217 0.74035309],
[0.30996217 0.74035309],[0.81740227 0.23757881],[0.31740227 0.23757881],
[0.82484237 0.73480454],[0.32484237 0.73480454],[0.83228247 0.23203026],
[0.33228247 0.23203026],[0.83972257 0.72925599],[0.33972257 0.72925599],
[0.84716267 0.22648172],[0.34716267 0.22648172],[0.85460277 0.72370744],
[0.35460277 0.72370744],[0.86204288 0.22093317],[0.36204288 0.22093317],
[0.86948298 0.71815889],[0.36948298 0.71815889],[0.87692308 0.21538462],
[0.37692308 0.21538462],[0.88436318 0.71261034],[0.38436318 0.71261034],
[0.89180328 0.20983607],[0.39180328 0.20983607],[0.89924338 0.70706179],
[0.39924338 0.70706179],[0.90668348 0.20428752],[0.40668348 0.20428752],
[0.91412358 0.70151324],[0.41412358 0.70151324],[0.92156368 0.19873897],
[0.42156368 0.19873897],[0.92900378 0.69596469],[0.42900378 0.69596469],
[0.93644388 0.19319042],[0.43644388 0.19319042],[0.94388398 0.69041614],
[0.44388398 0.69041614],[0.95132409 0.18764187],[0.45132409 0.18764187],
[0.95876419 0.68486759],[0.45876419 0.68486759],[0.96620429 0.18209332],
[0.46620429 0.18209332],[0.97364439 0.67931904],[0.47364439 0.67931904],
[0.98108449 0.17654477],[0.48108449 0.17654477],[0.98852459 0.67377049],
[0.48852459 0.67377049],[0.99596469 0.17099622],[0.49596469 0.17099622],
[0.00340479 0.66822194],[0.50340479 0.66822194],[0.01084489 0.16544767],
[0.51084489 0.16544767],[0.01828499 0.66267339],[0.51828499 0.66267339],
[0.02572509 0.15989912],[0.52572509 0.15989912],[0.0331652  0.65712484],
[0.5331652  0.65712484],[0.0406053  0.15435057],[0.5406053  0.15435057],
[0.0480454  0.65157629],[0.5480454  0.65157629],[0.0554855  0.14880202],
[0.5554855  0.14880202],[0.0629256  0.64602774],[0.5629256  0.64602774],
[0.0703657  0.14325347],[0.5703657  0.14325347],[0.0778058  0.64047919],
[0.5778058  0.64047919],[0.0852459  0.13770492],[0.5852459  0.13770492],
[0.092686   0.63493064],[0.592686   0.63493064],[0.1001261  0.13215637],
[0.6001261  0.13215637],[0.1075662  0.62938209],[0.6075662  0.62938209],
[0.11500631 0.12660782],[0.61500631 0.12660782],[0.12244641 0.62383354],
[0.62244641 0.62383354],[0.12988651 0.12105927],[0.62988651 0.12105927],
[0.13732661 0.61828499],[0.63732661 0.61828499],[0.14476671 0.11551072],
[0.64476671 0.11551072],[0.15220681 0.61273644],[0.65220681 0.61273644],
[0.15964691 0.10996217],[0.65964691 0.10996217],[0.16708701 0.60718789],
[0.66708701 0.60718789],[0.17452711 0.10441362],[0.67452711 0.10441362],
[0.18196721 0.60163934],[0.68196721 0.60163934],[0.18940731 0.09886507],
[0.68940731 0.09886507],[0.19684741 0.59609079],[0.69684741 0.59609079],
[0.20428752 0.09331652],[0.70428752 0.09331652],[0.21172762 0.59054224],
[0.71172762 0.59054224],[0.21916772 0.08776797],[0.71916772 0.08776797],
[0.22660782 0.58499369],[0.72660782 0.58499369],[0.23404792 0.08221942],
[0.73404792 0.08221942],[0.24148802 0.57944515],[0.74148802 0.57944515],
[0.24892812 0.07667087],[0.74892812 0.07667087],[0.25636822 0.5738966 ],
[0.75636822 0.5738966 ],[0.26380832 0.07112232],[0.76380832 0.07112232],
[0.27124842 0.56834805],[0.77124842 0.56834805],[0.27868852 0.06557377],
[0.77868852 0.06557377],[0.28612863 0.5627995 ],[0.78612863 0.5627995 ],
[0.29356873 0.06002522],[0.79356873 0.06002522],[0.30100883 0.55725095],
[0.80100883 0.55725095],[0.30844893 0.05447667],[0.80844893 0.05447667],
[0.31588903 0.5517024 ],[0.81588903 0.5517024 ],[0.32332913 0.04892812],
[0.82332913 0.04892812],[0.33076923 0.54615385],[0.83076923 0.54615385],
[0.33820933 0.04337957],[0.83820933 0.04337957],[0.34564943 0.5406053 ],
[0.84564943 0.5406053 ],[0.35308953 0.03783102],[0.85308953 0.03783102],
[0.36052963 0.53505675],[0.86052963 0.53505675],[0.36796974 0.03228247],
[0.86796974 0.03228247],[0.37540984 0.5295082 ],[0.87540984 0.5295082 ],
[0.38284994 0.02673392],[0.88284994 0.02673392],[0.39029004 0.52395965],
[0.89029004 0.52395965],[0.39773014 0.02118537],[0.89773014 0.02118537],
[0.40517024 0.5184111 ],[0.90517024 0.5184111 ],[0.41261034 0.01563682],
[0.91261034 0.01563682],[0.42005044 0.51286255],[0.92005044 0.51286255],
[0.42749054 0.01008827],[0.92749054 0.01008827],[0.43493064 0.507314  ],
[0.93493064 0.507314  ],[0.44237074 0.00453972],[0.94237074 0.00453972],
[0.44981084 0.50176545],[0.94981084 0.50176545],[0.45725095 0.99899117],
[0.95725095 0.99899117],[0.46469105 0.4962169 ],[0.96469105 0.4962169 ],
[0.47213115 0.99344262],[0.97213115 0.99344262],[0.47957125 0.49066835],
[0.97957125 0.49066835],[0.48701135 0.98789407],[0.98701135 0.98789407],
[0.49445145 0.4851198 ],[0.99445145 0.4851198 ],[0.50189155 0.98234552],
[0.00189155 0.98234552],[0.50933165 0.47957125],[0.00933165 0.47957125],
[0.51677175 0.97679697],[0.01677175 0.97679697],[0.52421185 0.4740227 ],
[0.02421185 0.4740227 ],[0.53165195 0.97124842],[0.03165195 0.97124842],
[0.53909206 0.46847415],[0.03909206 0.46847415],[0.54653216 0.96569987],
[0.04653216 0.96569987],[0.55397226 0.4629256 ],[0.05397226 0.4629256 ],
[0.56141236 0.96015132],[0.06141236 0.96015132],[0.56885246 0.45737705],
[0.06885246 0.45737705],[0.57629256 0.95460277],[0.07629256 0.95460277],
[0.58373266 0.4518285 ],[0.08373266 0.4518285 ],[0.59117276 0.94905422],
[0.09117276 0.94905422],[0.59861286 0.44627995],[0.09861286 0.44627995],
[0.60605296 0.94350567],[0.10605296 0.94350567],[0.61349306 0.4407314 ],
[0.11349306 0.4407314 ],[0.62093317 0.93795712],[0.12093317 0.93795712],
[0.62837327 0.43518285],[0.12837327 0.43518285],[0.63581337 0.93240858],
[0.13581337 0.93240858],[0.64325347 0.4296343 ],[0.14325347 0.4296343 ],
[0.65069357 0.92686003],[0.15069357 0.92686003],[0.65813367 0.42408575],
[0.15813367 0.42408575],[0.66557377 0.92131148],[0.16557377 0.92131148],
[0.67301387 0.4185372 ],[0.17301387 0.4185372 ],[0.68045397 0.91576293],
[0.18045397 0.91576293],[0.68789407 0.41298865],[0.18789407 0.41298865],
[0.69533417 0.91021438],[0.19533417 0.91021438],[0.70277427 0.4074401 ],
[0.20277427 0.4074401 ],[0.71021438 0.90466583],[0.21021438 0.90466583],
