[0. 0.],[0.5 0. ],[0.0074401  0.49722573],
[0.12648172 0.95283733],[0.63392182 0.45006305],[0.13392182 0.45006305],
[0.64136192 0.94728878],[0.14136192 0.94728878],[0.64880202 0.4445145 ],
[0.14880202 0.4445145 ],[0.65624212 0.94174023],[0.15624212 0.94174023],
[0.66368222 0.43896595],[0.16368222 0.43896595],[0.67112232 0.93619168],
[0.17112232 0.93619168],[0.67856242 0.4334174 ],[0.17856242 0.4334174 ],
[0.68600252 0.93064313],[0.18600252 0.93064313],[0.69344262 0.42786885],
[0.19344262 0.42786885],[0.70088272 0.92509458],[0.20088272 0.92509458],
[0.70832282 0.4223203 ],[0.20832282 0.4223203 ],[0.71576293 0.91954603],
[0.21576293 0.91954603],[0.72320303 0.41677175],[0.22320303 0.41677175],
[0.73064313 0.91399748],[0.23064313 0.91399748],[0.73808323 0.4112232 ],
[0.23808323 0.4112232 ],[0.74552333 0.90844893],[0.24552333 0.90844893],
[0.75296343 0.40567465],[0.25296343 0.40567465],[0.76040353 0.90290038],
[0.26040353 0.90290038],[0.76784363 0.4001261 ],[0.26784363 0.4001261 ],
[0.77528373 0.89735183],[0.27528373 0.89735183],[0.78272383 0.39457755],
[0.28272383 0.39457755],[0.79016393 0.89180328],[0.29016393 0.89180328],
[0.79760404 0.389029  ],[0.29760404 0.389029  ],[0.80504414 0.88625473],
[0.30504414 0.88625473],[0.81248424 0.38348045],[0.31248424 0.38348045],
[0.81992434 0.88070618],[0.31992434 0.88070618],[0.82736444 0.3779319 ],
[0.32736444 0.3779319 ],[0.83480454 0.87515763],[0.33480454 0.87515763],
[0.84224464 0.37238335],[0.34224464 0.37238335],[0.84968474 0.86960908],
[0.34968474 0.86960908],[0.85712484 0.3668348 ],[0.35712484 0.3668348 ],
[0.86456494 0.86406053],[0.36456494 0.86406053],[0.87200504 0.36128625],
[0.37200504 0.36128625],[0.87944515 0.85851198],[0.37944515 0.85851198],
[0.88688525 0.3557377 ],[0.38688525 0.3557377 ],[0.89432535 0.85296343],
[0.39432535 0.85296343],[0.90176545 0.35018916],[0.40176545 0.35018916],
[0.90920555 0.84741488],[0.40920555 0.84741488],[0.91664565 0.34464061],
[0.41664565 0.34464061],[0.92408575 0.84186633],[0.42408575 0.84186633],
[0.93152585 0.33909206],[0.43152585 0.33909206],[0.93896595 0.83631778],
[0.43896595 0.83631778],[0.94640605 0.33354351],[0.44640605 0.33354351],
[0.95384615 0.83076923],[0.45384615 0.83076923],[0.96128625 0.32799496],
[0.46128625 0.32799496],[0.96872636 0.82522068],[0.46872636 0.82522068],
[0.97616646 0.32244641],[0.47616646 0.32244641],[0.98360656 0.81967213],
[0.48360656 0.81967213],[0.99104666 0.31689786],[0.49104666 0.31689786],
[0.99848676 0.81412358],[0.49848676 0.81412358],[0.00592686 0.31134931],
[0.50592686 0.31134931],[0.01336696 0.80857503],[0.51336696 0.80857503],
[0.02080706 0.30580076],[0.52080706 0.30580076],[0.02824716 0.80302648],
[0.52824716 0.80302648],[0.03568726 0.30025221],[0.53568726 0.30025221],
[0.04312736 0.79747793],[0.54312736 0.79747793],[0.05056747 0.29470366],
[0.55056747 0.29470366],[0.05800757 0.79192938],[0.55800757 0.79192938],
[0.06544767 0.28915511],[0.56544767 0.28915511],[0.07288777 0.78638083],
[0.57288777 0.78638083],[0.08032787 0.28360656],[0.58032787 0.28360656],
[0.08776797 0.78083228],[0.58776797 0.78083228],[0.09520807 0.27805801],
[0.59520807 0.27805801],[0.10264817 0.77528373],[0.60264817 0.77528373],
[0.11008827 0.27250946],[0.61008827 0.27250946],[0.11752837 0.76973518],
[0.61752837 0.76973518],[0.12496847 0.26696091],[0.62496847 0.26696091],
[0.13240858 0.76418663],[0.63240858 0.76418663],[0.13984868 0.26141236],
[0.63984868 0.26141236],[0.14728878 0.75863808],[0.64728878 0.75863808],
[0.15472888 0.25586381],[0.65472888 0.25586381],[0.16216898 0.75308953],
[0.66216898 0.75308953],[0.16960908 0.25031526],[0.66960908 0.25031526],
[0.17704918 0.74754098],[0.67704918 0.74754098],[0.18448928 0.24476671],
[0.68448928 0.24476671],[0.19192938 0.74199243],[0.69192938 0.74199243],
[0.19936948 0.23921816],[0.69936948 0.23921816],[0.20680958 0.73644388],
[0.70680958 0.73644388],[0.21424968 0.23366961],[0.71424968 0.23366961],
[0.22168979 0.73089533],[0.72168979 0.73089533],[0.22912989 0.22812106],
[0.72912989 0.22812106],[0.23656999 0.72534678],[0.73656999 0.72534678],
[0.24401009 0.22257251],[0.74401009 0.22257251],[0.25145019 0.71979823],
[0.75145019 0.71979823],[0.25889029 0.21702396],[0.75889029 0.21702396],
[0.26633039 0.71424968],[0.76633039 0.71424968],[0.27377049 0.21147541],
[0.77377049 0.21147541],[0.28121059 0.70870113],[0.78121059 0.70870113],
[0.28865069 0.20592686],[0.78865069 0.20592686],[0.29609079 0.70315259],
[0.79609079 0.70315259],[0.3035309  0.20037831],[0.8035309  0.20037831],
[0.310971   0.69760404],[0.810971   0.69760404],[0.3184111  0.19482976],
[0.8184111  0.19482976],[0.3258512  0.69205549],[0.8258512  0.69205549],
[0.3332913  0.18928121],[0.8332913  0.18928121],[0.3407314  0.68650694],
[0.8407314  0.68650694],[0.3481715  0.18373266],[0.8481715  0.18373266],
[0.3556116  0.68095839],[0.8556116  0.68095839],[0.3630517  0.17818411],
[0.8630517  0.17818411],[0.3704918  0.67540984],[0.8704918  0.67540984],
[0.3779319  0.17263556],[0.8779319  0.17263556],[0.38537201 0.66986129],
[0.88537201 0.66986129],[0.39281211 0.16708701],[0.89281211 0.16708701],
[0.40025221 0.66431274],[0.90025221 0.66431274],[0.40769231 0.16153846],
[0.90769231 0.16153846],[0.41513241 0.65876419],[0.91513241 0.65876419],
[0.42257251 0.15598991],[0.92257251 0.15598991],[0.43001261 0.65321564],
[0.93001261 0.65321564],[0.43745271 0.15044136],[0.93745271 0.15044136],
[0.44489281 0.64766709],[0.94489281 0.64766709],[0.45233291 0.14489281],
[0.95233291 0.14489281],[0.45977301 0.64211854],[0.95977301 0.64211854],
[0.46721311 0.13934426],[0.96721311 0.13934426],[0.47465322 0.63656999],
[0.97465322 0.63656999],[0.48209332 0.13379571],[0.98209332 0.13379571],
[0.48953342 0.63102144],[0.98953342 0.63102144],[0.49697352 0.12824716],
[0.99697352 0.12824716],[0.50441362 0.62547289],[0.00441362 0.62547289],
[0.51185372 0.12269861],[0.01185372 0.12269861],[0.51929382 0.61992434],
[0.01929382 0.61992434],[0.52673392 0.11715006],[0.02673392 0.11715006],
[0.53417402 0.61437579],[0.03417402 0.61437579],[0.54161412 0.11160151],
[0.04161412 0.11160151],[0.54905422 0.60882724],[0.04905422 0.60882724],
[0.55649433 0.10605296],[0.05649433 0.10605296],[0.56393443 0.60327869],
[0.06393443 0.60327869],[0.57137453 0.10050441],[0.07137453 0.10050441],
[0.57881463 0.59773014],[0.07881463 0.59773014],[0.58625473 0.09495586],
[0.08625473 0.09495586],[0.59369483 0.59218159],[0.09369483 0.59218159],
[0.60113493 0.08940731],[0.10113493 0.08940731],[0.60857503 0.58663304],
[0.10857503 0.58663304],[0.61601513 0.08385876],[0.11601513 0.08385876],
[0.62345523 0.58108449],[0.12345523 0.58108449],[0.63089533 0.07831021],
[0.13089533 0.07831021],[0.63833544 0.57553594],[0.13833544 0.57553594],
[0.64577554 0.07276166],[0.14577554 0.07276166],[0.65321564 0.56998739],
[0.15321564 0.56998739],[0.66065574 0.06721311],[0.16065574 0.06721311],
[0.66809584 0.56443884],[0.16809584 0.56443884],[0.67553594 0.06166456],
[0.17553594 0.06166456],[0.68297604 0.55889029],[0.18297604 0.55889029],
[0.69041614 0.05611602],[0.19041614 0.05611602],[0.69785624 0.55334174],
[0.19785624 0.55334174],[0.70529634 0.05056747],[0.20529634 0.05056747],
[0.71273644 0.54779319],[0.21273644 0.54779319],[0.72017654 0.04501892],
[0.22017654 0.04501892],[0.72761665 0.54224464],[0.22761665 0.54224464],
[0.73505675 0.03947037],[0.23505675 0.03947037],[0.74249685 0.53669609],
[0.24249685 0.53669609],[0.74993695 0.03392182],[0.24993695 0.03392182],
[0.75737705 0.53114754],[0.25737705 0.53114754],[0.76481715 0.02837327],
[0.26481715 0.02837327],[0.77225725 0.52559899],[0.27225725 0.52559899],
[0.77969735 0.02282472],[0.27969735 0.02282472],[0.78713745 0.52005044],
[0.28713745 0.52005044],[0.79457755 0.01727617],[0.29457755 0.01727617],
[0.80201765 0.51450189],[0.30201765 0.51450189],[0.80945776 0.01172762],
[0.30945776 0.01172762],[0.81689786 0.50895334],[0.31689786 0.50895334],
[0.82433796 0.00617907],[0.32433796 0.00617907],[0.83177806 0.50340479],
[0.33177806 0.50340479],[8.39218159e-01 6.30517024e-04],[0.33921816 0.00063052],
[0.84665826 0.49785624],[0.34665826 0.49785624],[0.85409836 0.99508197],
[0.35409836 0.99508197],[0.86153846 0.49230769],[0.36153846 0.49230769],
[0.86897856 0.98953342],[0.36897856 0.98953342],[0.87641866 0.48675914],
[0.37641866 0.48675914],[0.88385876 0.98398487],[0.38385876 0.98398487],
[0.89129887 0.48121059],[0.39129887 0.48121059],[0.89873897 0.97843632],
[0.39873897 0.97843632],[0.90617907 0.47566204],[0.40617907 0.47566204],
[0.91361917 0.97288777],[0.41361917 0.97288777],[0.92105927 0.47011349],
[0.42105927 0.47011349],[0.92849937 0.96733922],[0.42849937 0.96733922],
[0.93593947 0.46456494],[0.43593947 0.46456494],[0.94337957 0.96179067],
[0.44337957 0.96179067],[0.95081967 0.45901639],[0.45081967 0.45901639],
[0.95825977 0.95624212],[0.45825977 0.95624212],[0.96569987 0.45346784],
[0.46569987 0.45346784],[0.97313997 0.95069357],[0.47313997 0.95069357],
[0.98058008 0.44791929],[0.48058008 0.44791929],[0.98802018 0.94514502],
[0.48802018 0.94514502],[0.99546028 0.44237074],[0.49546028 0.44237074],
[0.00290038 0.93959647],[0.50290038 0.93959647],[0.01034048 0.43682219],
[0.51034048 0.43682219],[0.01778058 0.93404792],[0.51778058 0.93404792],
[0.02522068 0.43127364],[0.52522068 0.43127364],[0.03266078 0.92849937],
[0.53266078 0.92849937],[0.04010088 0.42572509],[0.54010088 0.42572509],
[0.04754098 0.92295082],[0.54754098 0.92295082],[0.05498108 0.42017654],
[0.55498108 0.42017654],[0.06242119 0.91740227],[0.56242119 0.91740227],
[0.06986129 0.41462799],[0.56986129 0.41462799],[0.07730139 0.91185372],
[0.57730139 0.91185372],[0.08474149 0.40907945],[0.58474149 0.40907945],
[0.09218159 0.90630517],[0.59218159 0.90630517],[0.09962169 0.4035309 ],
[0.59962169 0.4035309 ],[0.10706179 0.90075662],[0.60706179 0.90075662],
[0.11450189 0.39798235],[0.61450189 0.39798235],[0.12194199 0.89520807],
[0.62194199 0.89520807],[0.12938209 0.3924338 ],[0.62938209 0.3924338 ],
[0.13682219 0.88965952],[0.63682219 0.88965952],[0.1442623  0.38688525],
[0.6442623  0.38688525],[0.1517024  0.88411097],[0.6517024  0.88411097],
[0.1591425 0.3813367],[0.6591425 0.3813367],[0.1665826  0.87856242],
[0.6665826  0.87856242],[0.1740227  0.37578815],[0.6740227  0.37578815],
[0.1814628  0.87301387],[0.6814628  0.87301387],[0.1889029 0.3702396],
[0.6889029 0.3702396],[0.196343   0.86746532],[0.696343   0.86746532],
[0.2037831  0.36469105],[0.7037831  0.36469105],[0.2112232  0.86191677],
[0.7112232  0.86191677],[0.2186633 0.3591425],[0.7186633 0.3591425],
[0.2261034  0.85636822],[0.7261034  0.85636822],[0.23354351 0.35359395],
[0.73354351 0.35359395],[0.24098361 0.85081967],[0.74098361 0.85081967],
[0.24842371 0.3480454 ],[0.74842371 0.3480454 ],[0.25586381 0.84527112],
[0.75586381 0.84527112],[0.26330391 0.34249685],[0.76330391 0.34249685],
[0.27074401 0.83972257],[0.77074401 0.83972257],[0.27818411 0.3369483 ],
[0.77818411 0.3369483 ],[0.28562421 0.83417402],[0.78562421 0.83417402],
[0.29306431 0.33139975],[0.79306431 0.33139975],[0.30050441 0.82862547],
[0.80050441 0.82862547],[0.30794451 0.3258512 ],[0.80794451 0.3258512 ],
[0.31538462 0.82307692],[0.81538462 0.82307692],[0.32282472 0.32030265],
[0.82282472 0.32030265],[0.33026482 0.81752837],[0.83026482 0.81752837],
[0.33770492 0.3147541 ],[0.83770492 0.3147541 ],[0.34514502 0.81197982],
[0.84514502 0.81197982],[0.35258512 0.30920555],[0.85258512 0.30920555],
[0.36002522 0.80643127],[0.86002522 0.80643127],[0.36746532 0.303657  ],
[0.86746532 0.303657  ],[0.37490542 0.80088272],[0.87490542 0.80088272],
[0.38234552 0.29810845],[0.88234552 0.29810845],[0.38978562 0.79533417],
[0.88978562 0.79533417],[0.39722573 0.2925599 ],[0.89722573 0.2925599 ],
[0.40466583 0.78978562],[0.90466583 0.78978562],[0.41210593 0.28701135],
[0.91210593 0.28701135],[0.41954603 0.78423707],[0.91954603 0.78423707],
[0.42698613 0.2814628 ],[0.92698613 0.2814628 ],[0.43442623 0.77868852],
[0.93442623 0.77868852],[0.44186633 0.27591425],[0.94186633 0.27591425],
[0.44930643 0.77313997],[0.94930643 0.77313997],[0.45674653 0.2703657 ],
[0.95674653 0.2703657 ],[0.46418663 0.76759142],[0.96418663 0.76759142],
[0.47162673 0.26481715],[0.97162673 0.26481715],[0.47906683 0.76204288],
[0.97906683 0.76204288],[0.48650694 0.2592686 ],[0.98650694 0.2592686 ],
[0.49394704 0.75649433],[0.99394704 0.75649433],[0.50138714 0.25372005],
[0.00138714 0.25372005],[0.50882724 0.75094578],[0.00882724 0.75094578],
[0.51626734 0.2481715 ],[0.01626734 0.2481715 ],[0.52370744 0.74539723],
[0.02370744 0.74539723],[0.53114754 0.24262295],[0.03114754 0.24262295],
[0.53858764 0.73984868],[0.03858764 0.73984868],[0.54602774 0.2370744 ],
[0.04602774 0.2370744 ],[0.55346784 0.73430013],[0.05346784 0.73430013],
[0.56090794 0.23152585],[0.06090794 0.23152585],[0.56834805 0.72875158],
[0.06834805 0.72875158],[0.57578815 0.2259773 ],[0.07578815 0.2259773 ],
[0.58322825 0.72320303],[0.08322825 0.72320303],[0.59066835 0.22042875],
[0.09066835 0.22042875],[0.59810845 0.71765448],[0.09810845 0.71765448],
[0.60554855 0.2148802 ],[0.10554855 0.2148802 ],[0.61298865 0.71210593],
[0.11298865 0.71210593],[0.62042875 0.20933165],[0.12042875 0.20933165],
[0.62786885 0.70655738],[0.12786885 0.70655738],[0.63530895 0.2037831 ],
[0.13530895 0.2037831 ],[0.64274905 0.70100883],[0.14274905 0.70100883],
[0.65018916 0.19823455],[0.15018916 0.19823455],[0.65762926 0.69546028],
[0.15762926 0.69546028],[0.66506936 0.192686  ],[0.16506936 0.192686  ],
[0.67250946 0.68991173],[0.17250946 0.68991173],[0.67994956 0.18713745],
[0.17994956 0.18713745],[0.68738966 0.68436318],[0.18738966 0.68436318],
[0.69482976 0.1815889 ],[0.19482976 0.1815889 ],[0.70226986 0.67881463],
[0.20226986 0.67881463],[0.70970996 0.17604035],[0.20970996 0.17604035],
[0.71715006 0.67326608],[0.21715006 0.67326608],[0.72459016 0.1704918 ],
[0.22459016 0.1704918 ],[0.73203026 0.66771753],[0.23203026 0.66771753],
[0.73947037 0.16494325],[0.23947037 0.16494325],[0.74691047 0.66216898],
[0.24691047 0.66216898],[0.75435057 0.1593947 ],[0.25435057 0.1593947 ],
[0.76179067 0.65662043],[0.26179067 0.65662043],[0.76923077 0.15384615],
[0.26923077 0.15384615],[0.77667087 0.65107188],[0.27667087 0.65107188],
[0.78411097 0.1482976 ],[0.28411097 0.1482976 ],[0.79155107 0.64552333],
[0.29155107 0.64552333],[0.79899117 0.14274905],[0.29899117 0.14274905],
[0.80643127 0.63997478],[0.30643127 0.63997478],[0.81387137 0.1372005 ],
[0.31387137 0.1372005 ],[0.82131148 0.63442623],[0.32131148 0.63442623],
[0.82875158 0.13165195],[0.32875158 0.13165195],[0.83619168 0.62887768],
[0.33619168 0.62887768],[0.84363178 0.1261034 ],[0.34363178 0.1261034 ],
[0.85107188 0.62332913],[0.35107188 0.62332913],[0.85851198 0.12055485],
[0.35851198 0.12055485],[0.86595208 0.61778058],[0.36595208 0.61778058],
[0.87339218 0.11500631],[0.37339218 0.11500631],[0.88083228 0.61223203],
[0.38083228 0.61223203],[0.88827238 0.10945776],[0.38827238 0.10945776],
[0.89571248 0.60668348],[0.39571248 0.60668348],[0.90315259 0.10390921],
[0.40315259 0.10390921],[0.91059269 0.60113493],[0.41059269 0.60113493],
[0.91803279 0.09836066],[0.41803279 0.09836066],[0.92547289 0.59558638],
[0.42547289 0.59558638],[0.93291299 0.09281211],[0.43291299 0.09281211],
[0.94035309 0.59003783],[0.44035309 0.59003783],[0.94779319 0.08726356],
[0.44779319 0.08726356],[0.95523329 0.58448928],[0.45523329 0.58448928],
[0.96267339 0.08171501],[0.46267339 0.08171501],[0.97011349 0.57894073],
[0.47011349 0.57894073],[0.97755359 0.07616646],[0.47755359 0.07616646],
[0.98499369 0.57339218],[0.48499369 0.57339218],[0.9924338  0.07061791],
[0.4924338  0.07061791],[0.9998739  0.56784363],[0.4998739  0.56784363],
[0.007314   0.06506936],[0.507314   0.06506936],[0.0147541  0.56229508],
[0.5147541  0.56229508],[0.0221942  0.05952081],[0.5221942  0.05952081],
[0.0296343  0.55674653],[0.5296343  0.55674653],[0.0370744  0.05397226],
[0.5370744  0.05397226],[0.0445145  0.55119798],[0.5445145  0.55119798],
[0.0519546  0.04842371],[0.5519546  0.04842371],[0.0593947  0.54564943],
[0.5593947  0.54564943],[0.0668348  0.04287516],[0.5668348  0.04287516],
[0.07427491 0.54010088],[0.57427491 0.54010088],[0.08171501 0.03732661],
[0.58171501 0.03732661],[0.08915511 0.53455233],[0.58915511 0.53455233],
[0.09659521 0.03177806],[0.59659521 0.03177806],[0.10403531 0.52900378],
[0.60403531 0.52900378],[0.11147541 0.02622951],[0.61147541 0.02622951],
[0.11891551 0.52345523],[0.61891551 0.52345523],[0.12635561 0.02068096],
[0.62635561 0.02068096],[0.13379571 0.51790668],[0.63379571 0.51790668],
[0.14123581 0.01513241],[0.64123581 0.01513241],[0.14867591 0.51235813],
[0.64867591 0.51235813],[0.15611602 0.00958386],[0.65611602 0.00958386],
[0.16355612 0.50680958],[0.66355612 0.50680958],[0.17099622 0.00403531],
[0.67099622 0.00403531],[0.17843632 0.50126103],[0.67843632 0.50126103],
[0.18587642 0.99848676],[0.68587642 0.99848676],[0.19331652 0.49571248],
[0.69331652 0.49571248],[0.20075662 0.99293821],[0.70075662 0.99293821],
[0.20819672 0.49016393],[0.70819672 0.49016393],[0.21563682 0.98738966],
[0.71563682 0.98738966],[0.22307692 0.48461538],[0.72307692 0.48461538],
[0.23051702 0.98184111],[0.73051702 0.98184111],[0.23795712 0.47906683],
[0.73795712 0.47906683],[0.24539723 0.97629256],[0.74539723 0.97629256],
[0.25283733 0.47351828],[0.75283733 0.47351828],[0.26027743 0.97074401],
[0.76027743 0.97074401],[0.26771753 0.46796974],[0.76771753 0.46796974],
[0.27515763 0.96519546],[0.77515763 0.96519546],[0.28259773 0.46242119],
[0.78259773 0.46242119],[0.29003783 0.95964691],[0.79003783 0.95964691],
[0.29747793 0.45687264],[0.79747793 0.45687264],[0.30491803 0.95409836],
[0.80491803 0.95409836],[0.31235813 0.45132409],[0.81235813 0.45132409],
[0.31979823 0.94854981],[0.81979823 0.94854981],[0.32723834 0.44577554],
[0.82723834 0.44577554],[0.33467844 0.94300126],[0.83467844 0.94300126],
[0.34211854 0.44022699],[0.84211854 0.44022699],[0.34955864 0.93745271],
[0.84955864 0.93745271],[0.35699874 0.43467844],[0.85699874 0.43467844],
[0.36443884 0.93190416],[0.86443884 0.93190416],[0.37187894 0.42912989],
[0.87187894 0.42912989],[0.37931904 0.92635561],[0.87931904 0.92635561],
[0.38675914 0.42358134],[0.88675914 0.42358134],[0.39419924 0.92080706],
[0.89419924 0.92080706],[0.40163934 0.41803279],[0.90163934 0.41803279],
[0.40907945 0.91525851],[0.90907945 0.91525851],[0.41651955 0.41248424],
[0.91651955 0.41248424],[0.42395965 0.90970996],[0.92395965 0.90970996],
[0.43139975 0.40693569],[0.93139975 0.40693569],[0.43883985 0.90416141],
[0.93883985 0.90416141],[0.44627995 0.40138714],[0.94627995 0.40138714],
[0.45372005 0.89861286],[0.95372005 0.89861286],[0.46116015 0.39583859],
[0.96116015 0.39583859],[0.46860025 0.89306431],[0.96860025 0.89306431],
[0.47604035 0.39029004],[0.97604035 0.39029004],[0.48348045 0.88751576],
[0.98348045 0.88751576],[0.49092055 0.38474149],[0.99092055 0.38474149],
[0.49836066 0.88196721],[0.99836066 0.88196721],[0.50580076 0.37919294],
[0.00580076 0.37919294],[0.51324086 0.87641866],[0.01324086 0.87641866],
[0.52068096 0.37364439],[0.02068096 0.37364439],[0.52812106 0.87087011],
[0.02812106 0.87087011],[0.53556116 0.36809584],[0.03556116 0.36809584],
[0.54300126 0.86532156],[0.04300126 0.86532156],[0.55044136 0.36254729],
[0.05044136 0.36254729],[0.55788146 0.85977301],[0.05788146 0.85977301],
[0.56532156 0.35699874],[0.06532156 0.35699874],[0.57276166 0.85422446],
[0.07276166 0.85422446],[0.58020177 0.35145019],[0.08020177 0.35145019],
[0.58764187 0.84867591],[0.08764187 0.84867591],[0.59508197 0.34590164],
[0.09508197 0.34590164],[0.60252207 0.84312736],[0.10252207 0.84312736],
[0.60996217 0.34035309],[0.10996217 0.34035309],[0.61740227 0.83757881],
[0.11740227 0.83757881],[0.62484237 0.33480454],[0.12484237 0.33480454],
[0.63228247 0.83203026],[0.13228247 0.83203026],[0.63972257 0.32925599],
[0.13972257 0.32925599],[0.64716267 0.82648172],[0.14716267 0.82648172],
[0.65460277 0.32370744],[0.15460277 0.32370744],[0.66204288 0.82093317],
[0.16204288 0.82093317],[0.66948298 0.31815889],[0.16948298 0.31815889],
[0.67692308 0.81538462],[0.17692308 0.81538462],[0.68436318 0.31261034],
[0.18436318 0.31261034],[0.69180328 0.80983607],[0.19180328 0.80983607],
[0.69924338 0.30706179],[0.19924338 0.30706179],[0.70668348 0.80428752],
[0.20668348 0.80428752],[0.71412358 0.30151324],[0.21412358 0.30151324],
[0.72156368 0.79873897],[0.22156368 0.79873897],[0.72900378 0.29596469],
[0.22900378 0.29596469],[0.73644388 0.79319042],[0.23644388 0.79319042],
[0.74388398 0.29041614],[0.24388398 0.29041614],[0.75132409 0.78764187],
[0.25132409 0.78764187],[0.75876419 0.28486759],[0.25876419 0.28486759],
[0.76620429 0.78209332],[0.26620429 0.78209332],[0.77364439 0.27931904],
[0.27364439 0.27931904],[0.78108449 0.77654477],[0.28108449 0.77654477],
[0.78852459 0.27377049],[0.28852459 0.27377049],[0.79596469 0.77099622],
[0.29596469 0.77099622],[0.80340479 0.26822194],[0.30340479 0.26822194],
[0.81084489 0.76544767],[0.31084489 0.76544767],[0.81828499 0.26267339],
[0.31828499 0.26267339],[0.82572509 0.75989912],[0.32572509 0.75989912],
[0.8331652  0.25712484],[0.3331652  0.25712484],[0.8406053  0.75435057],
[0.3406053  0.75435057],[0.8480454  0.25157629],[0.3480454  0.25157629],
[0.8554855  0.74880202],[0.3554855  0.74880202],[0.8629256  0.24602774],
[0.3629256  0.24602774],[0.8703657  0.74325347],[0.3703657  0.74325347],
[0.8778058  0.24047919],[0.3778058  0.24047919],[0.8852459  0.73770492],
[0.3852459  0.73770492],[0.892686   0.23493064],[0.392686   0.23493064],
[0.9001261  0.73215637],[0.4001261  0.73215637],[0.9075662  0.22938209],
[0.4075662  0.22938209],[0.91500631 0.72660782],[0.41500631 0.72660782],
[0.92244641 0.22383354],[0.42244641 0.22383354],[0.92988651 0.72105927],
[0.42988651 0.72105927],[0.93732661 0.21828499],[0.43732661 0.21828499],
[0.94476671 0.71551072],[0.44476671 0.71551072],[0.95220681 0.21273644],
[0.45220681 0.21273644],[0.95964691 0.70996217],[0.45964691 0.70996217],
[0.96708701 0.20718789],[0.46708701 0.20718789],[0.97452711 0.70441362],
[0.47452711 0.70441362],[0.98196721 0.20163934],[0.48196721 0.20163934],
[0.98940731 0.69886507],[0.48940731 0.69886507],[0.99684741 0.19609079],
[0.49684741 0.19609079],[0.00428752 0.69331652],[0.50428752 0.69331652],
[0.01172762 0.19054224],[0.51172762 0.19054224],[0.01916772 0.68776797],
[0.51916772 0.68776797],[0.02660782 0.18499369],[0.52660782 0.18499369],
[0.03404792 0.68221942],[0.53404792 0.68221942],[0.04148802 0.17944515],
[0.54148802 0.17944515],[0.04892812 0.67667087],[0.54892812 0.67667087],
[0.05636822 0.1738966 ],[0.55636822 0.1738966 ],[0.06380832 0.67112232],
[0.56380832 0.67112232],[0.07124842 0.16834805],[0.57124842 0.16834805],
[0.07868852 0.66557377],[0.57868852 0.66557377],[0.08612863 0.1627995 ],
[0.58612863 0.1627995 ],[0.09356873 0.66002522],[0.59356873 0.66002522],
[0.10100883 0.15725095],[0.60100883 0.15725095],[0.10844893 0.65447667],
[0.60844893 0.65447667],[0.11588903 0.1517024 ],[0.61588903 0.1517024 ],
[0.12332913 0.64892812],[0.62332913 0.64892812],[0.13076923 0.14615385],
[0.63076923 0.14615385],[0.13820933 0.64337957],[0.63820933 0.64337957],
[0.14564943 0.1406053 ],[0.64564943 0.1406053 ],[0.15308953 0.63783102],
[0.65308953 0.63783102],[0.16052963 0.13505675],[0.66052963 0.13505675],
[0.16796974 0.63228247],[0.66796974 0.63228247],[0.17540984 0.1295082 ],
[0.67540984 0.1295082 ],[0.18284994 0.62673392],[0.68284994 0.62673392],
[0.19029004 0.12395965],[0.69029004 0.12395965],[0.19773014 0.62118537],
[0.69773014 0.62118537],[0.20517024 0.1184111 ],[0.70517024 0.1184111 ],
[0.21261034 0.61563682],[0.71261034 0.61563682],[0.22005044 0.11286255],
[0.72005044 0.11286255],[0.22749054 0.61008827],[0.72749054 0.61008827],
[0.23493064 0.107314  ],[0.73493064 0.107314  ],[0.24237074 0.60453972],
[0.74237074 0.60453972],[0.24981084 0.10176545],[0.74981084 0.10176545],
[0.25725095 0.59899117],[0.75725095 0.59899117],[0.26469105 0.0962169 ],
[0.76469105 0.0962169 ],[0.27213115 0.59344262],[0.77213115 0.59344262],
[0.27957125 0.09066835],[0.77957125 0.09066835],[0.28701135 0.58789407],
[0.78701135 0.58789407],[0.29445145 0.0851198 ],[0.79445145 0.0851198 ],
[0.30189155 0.58234552],[0.80189155 0.58234552],[0.30933165 0.07957125],
[0.80933165 0.07957125],[0.31677175 0.57679697],[0.81677175 0.57679697],
[0.32421185 0.0740227 ],[0.82421185 0.0740227 ],[0.33165195 0.57124842],
[0.83165195 0.57124842],[0.33909206 0.06847415],[0.83909206 0.06847415],
[0.34653216 0.56569987],[0.84653216 0.56569987],[0.35397226 0.0629256 ],
[0.85397226 0.0629256 ],[0.36141236 0.56015132],[0.86141236 0.56015132],
[0.36885246 0.05737705],[0.86885246 0.05737705],[0.37629256 0.55460277],
[0.87629256 0.55460277],[0.38373266 0.0518285 ],[0.88373266 0.0518285 ],
[0.39117276 0.54905422],[0.89117276 0.54905422],[0.39861286 0.04627995],
[0.89861286 0.04627995],[0.40605296 0.54350567],[0.90605296 0.54350567],
[0.41349306 0.0407314 ],[0.91349306 0.0407314 ],[0.42093317 0.53795712],
[0.92093317 0.53795712],[0.42837327 0.03518285],[0.92837327 0.03518285],
[0.43581337 0.53240858],[0.93581337 0.53240858],[0.44325347 0.0296343 ],
[0.94325347 0.0296343 ],[0.45069357 0.52686003],[0.95069357 0.52686003],
[0.45813367 0.02408575],[0.95813367 0.02408575],[0.46557377 0.52131148],
